Date,Open,High,Low,Close,Volume
2019-01-02,36.718617135510485,37.657386397267345,36.56215498900312,37.43691635131836,148158800
2019-01-03,34.132264253567534,34.54475438454186,33.66288142679495,33.707923889160156,365248800
2019-01-04,34.26265396297282,35.21564653531297,34.089599294610764,35.14689636230469,234428400
2019-01-07,35.2511960750127,35.28201536020964,34.587420294153034,35.06865692138672,219111200
2019-01-08,35.45507757862409,35.990841304732,35.20853409612209,35.7371826171875,164101200
2019-01-09,35.86518409738925,36.63326790098298,35.47166309582496,36.344051361083984,180396400
2019-01-10,36.15203830332984,36.50052053570231,35.76325587216913,36.46022033691406,143122800
2019-01-11,36.24212643871853,36.436515862873954,35.91734826183033,36.102256774902344,108092800
2019-01-14,35.760888011805555,35.860453851229586,35.37447488807685,35.559383392333984,129756800
2019-01-15,35.62338698103528,36.36302090848889,35.571232935659744,36.28716278076172,114843600
2019-01-16,36.28953607113632,36.95331194342955,36.270570632809374,36.730472564697266,122278800
2019-01-17,36.555041764917604,37.37527971845507,36.33220240574262,36.94856643676758,119284800
2019-01-18,37.33735590651915,37.42744084338128,36.97701977635849,37.17615509033203,135004000
2019-01-22,37.07893528685986,37.15479338294435,36.18046665772161,36.341670989990234,121576000
2019-01-23,36.543193727393664,36.77788697397383,35.96239115421121,36.488670349121094,92522400
2019-01-24,36.53369511774474,36.621407068642455,35.97185825641871,36.19943618774414,101766000
2019-01-25,36.85848448845611,37.48670242020263,36.58349467789878,37.39898681640625,134142000
2019-01-28,36.93197130900929,37.05998710557618,36.4270305613809,37.05287551879883,104768400
2019-01-29,37.0410207847248,37.4866995043385,36.53370710874869,36.66883087158203,166348800
2019-01-30,38.70046213932008,39.38794210253695,37.98453220972156,39.17458724975586,244439200
2019-01-31,39.37845685855858,40.06356742305423,39.01100921494888,39.456687927246094,162958400
2019-02-01,39.57997417123739,40.058838029480604,39.33579635988092,39.47566604614258,130672400
2019-02-04,39.68664264479774,40.6941584894352,39.65582335554743,40.596961975097656,125982000
2019-02-05,40.97863281022283,41.50491196410588,40.85773221114225,41.29155349731445,144406400
2019-02-06,41.40296757255128,41.62106827364478,40.97625793139639,41.3057746887207,112958400
2019-02-07,40.86958496796045,41.23466334560738,40.381236660330636,40.523475646972656,126966800
2019-02-08,40.23301099307842,40.63060287724648,40.097304086184714,40.571083068847656,95280000
2019-02-11,40.723455587227264,40.7615491383027,40.29491221963111,40.337764739990234,83973600
2019-02-12,40.497290350510035,40.71156026721677,40.40205645090563,40.68537139892578,89134000
2019-02-13,40.80441593407917,41.06392153006669,40.45443903083637,40.51633834838867,89960800
2019-02-14,40.40443489478929,40.77345486056133,40.325868299005165,40.6639404296875,87342800
2019-02-15,40.77106581080337,40.87820073162931,40.4139469861832,40.57345962524414,98507200
2019-02-19,40.404439480348884,40.816315650930065,40.352061743881706,40.69489288330078,75891200
2019-02-20,40.756786158494805,41.26389610818391,40.70917103649229,40.95677185058594,104457600
2019-02-21,40.902021499244135,41.03772480134233,40.544902575152015,40.7258415222168,68998800
2019-02-22,40.84964246264774,41.18771459739539,40.80202733418214,41.180572509765625,75652800
2019-02-25,41.46388138617128,41.87099485294799,41.41388314724736,41.48054504394531,87493600
2019-02-26,41.35675221185204,41.735297384970416,41.22818736975056,41.50436019897461,68280800
2019-02-27,41.237702941244116,41.663863142959855,41.12342230100702,41.632911682128906,111341600
2019-02-28,41.501978939190536,41.64244483272273,41.16866579075333,41.22342300415039,112861600
2019-03-01,41.492459172031374,41.69958699583566,41.1615290978513,41.656734466552734,103544800
2019-03-04,41.82813646598794,42.318579051240896,41.41863993925626,41.86623001098633,109744800
2019-03-05,41.8876638710685,41.90194804483561,41.554350741031215,41.7900505065918,78949600
2019-03-06,41.58530149826311,41.780528223893675,41.41150466571953,41.549591064453125,83241600
2019-03-07,41.394843447524245,41.5305503815129,40.95439895711522,41.06867599487305,99185600
2019-03-08,40.54965077307125,41.20436856799052,40.35442408684211,41.16627502441406,95997600
2019-03-11,41.78052922098767,42.64475443502301,41.747198271035906,42.592376708984375,128044000
2019-03-12,42.85426604222394,43.48993721924746,42.704274948579794,43.070919036865234,129870400
2019-03-13,43.38994425600369,43.63992820049974,43.07329841068218,43.261383056640625,124130000
2019-03-14,43.78277116143453,43.83038991608697,43.46374584894839,43.7422981262207,94318000
2019-03-15,44.0089593533073,44.59939499066683,43.74469118922754,44.311317443847656,156171600
2019-03-18,44.2351166798014,44.85174094419894,44.232733562777256,44.76365280151367,104879200
2019-03-19,44.84223009997764,44.99460068115345,44.263695608787415,44.4089241027832,126585600
2019-03-20,44.337498406840204,45.11363909902574,43.98037952623001,44.796993255615234,124140800
2019-03-21,45.23982413911908,46.74210375942547,45.189825893725065,46.44688415527344,204136800
